cve,descrip
"R229","Tumefacción, masa o prominencia localizada en parte no especificada"
"R230","Cianosis"
"R252","Calambres y espasmos"
"R262","Dificultad para caminar, no clasificada en otra parte"
"R263","Inmovilidad"
"R270","Ataxia, no especificada"
"R296","Tendencia a caer, no clasificada en otra parte"
"R298","Otros síntomas y signos que involucran los sistemas nervioso y osteomuscular y los no especificados"
"R31X","Hematuria, no especificada"
"R32X","Incontinencia urinaria, no especificada"
"R392","Uremia extrarrenal"
"R402","Coma, no especificado"
"R418","Otros síntomas y signos que involucran la función cognoscitiva y la conciencia y los no especificados"
"R509","Fiebre, no especificada"
"R51X","Cefalea"
"R529","Dolor, no especificado"
"R53X","Malestar y fatiga"
"R54X","Senilidad"
"R55X","Síncope y colapso"
"R560","Convulsiones febriles"
"R568","Otras convulsiones y las no especificadas"
"R570","Choque cardiogénico"
"R571","Choque hipovolémico"
"R578","Otras formas de choque"
"R579","Choque, no especificado"
"R58X","Hemorragia, no clasificada en otra parte"
"R590","Adenomegalia localizada"
"R609","Edema, no especificado"
"R630","Anorexia"
"R636","Ingesta insuficiente de alimentos y agua debida a descuido personal"
"R64X","Caquexia"
"R680","Hipotermia no asociada con baja temperatura del ambiente"
"R688","Otros síntomas y signos generales especificados"
"R701","Viscosidad plasmática anormal"
"R739","Hiperglicemia, no especificada"
"R75X","Evidencias de laboratorio del virus de la inmunodeficiencia humana [VIH]"
"R798","Otros hallazgos anormales especificados en la química sanguínea"
"R91X","Hallazgos anormales en diagnóstico por imagen del pulmón"
"R950","Síndrome de la muerte súbita infantil, con mención de autopsia"
"R959","Síndrome de la muerte súbita infantil, sin mención de autopsia"
"R960","Muerte instantánea"
"R961","Muerte que ocurre en menos de 24 horas del inicio de los síntomas, no explicada de otra forma"
"R98X","Muerte sin asistencia"
"R99X","Otras causas mal definidas y las no especificadas de mortalidad"
"U071","COVID-19, virus identificado"
"U072","COVID-19, virus no identificado"
"U109","Síndrome inflamatorio multisistémico asociado con la COVID-19, no especificada"
"U129","Vacunas COVID-19 que causan efectos adversos en su uso terapéutico, no especificada"
"V011","Peatón lesionado por colisión con vehículo de pedal en accidente de tránsito"
"V021","Peatón lesionado por colisión con vehículo de motor de dos o tres ruedas en accidente de tránsito"
"V029","Peatón lesionado por colisión con vehículo de motor de dos o tres ruedas en accidente no especificado como de tránsito o no de tránsito"
"V030","Peatón lesionado por colisión con automóvil, camioneta o furgoneta en accidente no de tránsito"
"V031","Peatón lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
"V039","Peatón lesionado por colisión con automóvil, camioneta o furgoneta en accidente no especificado como de tránsito o no de tránsito"
"V040","Peatón lesionado por colisión con vehículo de transporte pesado o autobús en accidente no de tránsito"
"V041","Peatón lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito"
"V049","Peatón lesionado por colisión con vehículo de transporte pesado o autobús en accidente no especificado como de tránsito o no de tránsito"
"V050","Peatón lesionado por colisión con tren o vehículo de rieles en accidente no de tránsito"
"V051","Peatón lesionado por colisión con tren o vehículo de rieles en accidente de tránsito"
"V059","Peatón lesionado por colisión con tren o vehículo de rieles en accidente no especificado como de tránsito o no de tránsito"
"V090","Peatón lesionado en accidente no de tránsito que involucra otros vehículos de motor, y los no especificados"
"V091","Peatón lesionado en accidente no de tránsito no especificado"
"V092","Peatón lesionado en accidente de tránsito que involucra otros vehículos de motor, y los no especificados"
"V093","Peatón lesionado en accidente de tránsito no especificado"
"V099","Peatón lesionado en accidente de transporte no especificado"
"V124","Conductor ciclista lesionado por colisión con vehículo de motor de dos o tres ruedas en accidente de tránsito"
"V129","Ciclista no especificado, lesionado por colisión con vehículo de motor de dos o tres ruedas en accidente de tránsito"
"V130","Conductor ciclista lesionado por colisión con automóvil, camioneta o furgoneta en accidente no de tránsito"
"V134","Conductor ciclista lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
"V139","Ciclista no especificado, lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
"V140","Conductor ciclista lesionado por colisión con vehículo de transporte pesado o autobús en accidente no de tránsito"
"V144","Conductor ciclista lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito"
"V149","Ciclista no especificado, lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito"
"V174","Conductor ciclista lesionado por colisión con objeto estacionado o fijo en accidente de tránsito"
"V179","Ciclista no especificado, lesionado por colisión con objeto estacionado o fijo en accidente de tránsito"
"V180","Conductor ciclista lesionado en accidente de transporte sin colisión en accidente no de tránsito"
"V182","Ciclista no especificado, lesionado en accidente de transporte sin colisión en accidente no de tránsito"
"V184","Conductor ciclista lesionado en accidente de transporte sin colisión en accidente de tránsito"
"V189","Ciclista no especificado, lesionado en accidente de transporte sin colisión en accidente de tránsito"
"V190","Conductor de vehículo de pedal lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente no de tránsito"
"V193","Ciclista (cualquiera) lesionado en accidente no de tránsito, no especificado"
"V194","Conductor de vehículo de pedal lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
"V195","Pasajero de vehículo de pedal lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
"V196","Ciclista no especificado de vehículo de pedal lesionado por colisión con otros vehículos de motor, y con los no especificado, en accidente de tránsito"
"V199","Ciclista (cualquiera) lesionado en accidente de tránsito no especificado"
"V204","Conductor motociclista lesionado por colisión con peatón o animal en accidente de tránsito"
"V209","Motociclista no especificado, lesionado por colisión con peatón o animal en accidente de tránsito"
"V214","Conductor motociclista lesionado por colisión con vehículo de pedal en accidente de tránsito"
"V219","Motociclista no especificado, lesionado por colisión con vehículo de pedal en accidente de tránsito"
"V224","Conductor motociclista lesionado por colisión con vehículo de motor de dos o tres ruedas en accidente de tránsito"
"V225","Pasajero motociclista lesionado por colisión con vehículo de motor de dos o tres ruedas en accidente de tránsito"
"V229","Motociclista no especificado, lesionado por colisión con vehículo de motor de dos o tres ruedas en accidente de tránsito"
"V230","Conductor motociclista lesionado por colisión con automóvil, camioneta o furgoneta en accidente no de tránsito"
"V234","Conductor motociclista lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
"V235","Pasajero motociclista lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
"V239","Motociclista no especificado, lesionado por colisión con automóvil, camioneta o furgoneta, motociclista no especificado, lesión en accidente de tránsito"
"V240","Conductor motociclista lesionado por colisión con vehículo de transporte pesado o autobús en accidente no de tránsito"
"V244","Conductor motociclista lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito"
"V245","Pasajero motociclista lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito"
"V249","Motociclista no especificado, lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito"
"V254","Conductor motociclista lesionado por colisión con tren o vehículo de rieles en accidente de tránsito"
"V259","Motociclista no especificado, lesionado por colisión con tren o vehículo de rieles en accidente de tránsito"
"V270","Conductor motociclista lesionado por colisión con objeto fijo o estacionado en accidente no de tránsito"
"V274","Conductor motociclista lesionado por colisión con objeto fijo o estacionado en accidente de tránsito"
"V275","Pasajero motociclista lesionado por colisión con objeto fijo o estacionado en accidente de tránsito"
"V279","Motociclista no especificado, lesionado por colisión con objeto fijo o estacionado en accidente de tránsito"
"V280","Conductor motociclista lesionado en accidente de transporte sin colisión en accidente no de tránsito"
"V282","Motociclista no especificado, lesionado en accidente de transporte sin colisión en accidente no de tránsito"
"V284","Conductor motociclista lesionado en accidente de transporte sin colisión en accidente de tránsito"
"V285","Pasajero motociclista lesionado en accidente de transporte sin colisión en accidente de tránsito"
"V289","Motociclista no especificado, lesionado en accidente de transporte sin colisión en accidente de tránsito"
"V292","Motociclista no especificado de motocicleta lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente no de tránsito"
"V293","Motociclista (cualquiera) lesionado en accidente no de tránsito, no especificado"
"V294","Conductor de motocicleta lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
"V295","Pasajero de motocicleta lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
"V296","Motociclista no especificado de motocicleta lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
"V298","Motociclista (cualquiera) lesionado en otros accidentes de transporte especificados"
"V299","Motociclista (cualquiera) lesionado en accidente de tránsito no especificado"
"V325","Conductor de vehículo de motor de tres ruedas lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente de tránsito"
"V335","Conductor de vehículo de motor de tres ruedas lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
"V336","Pasajero de vehículo de motor de tres ruedas lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
"V394","Conductor de vehículo de motor de tres ruedas lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
"V398","Ocupante (cualquiera) de vehículo de motor de tres ruedas lesionado en otros accidentes de transporte especificados"
"V399","Ocupante (cualquiera) de vehículo de motor de tres ruedas lesionado en accidente de tránsito no especificado"
"V409","Ocupante no especificado de automóvil lesionado por colisión con peatón o animal en accidente de tránsito"
"V430","Conductor de automóvil lesionado por colisión con automóvil, camioneta o furgoneta en  accidente no de tránsito"
"V435","Conductor de automóvil lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
